,value,month,year,change
669,91.39,10,1965,0.008247422680412453
670,89.38,9,1965,0.02199365357260097
671,86.49,8,1965,0.0323338554486462
672,84.91,7,1965,0.018268007862180635
673,85.04,6,1965,-0.00153103285832068
674,89.28,5,1965,-0.049858889934148554
675,87.97,4,1965,0.01467293906810041
676,86.83,3,1965,0.01295896328293733
677,86.75,2,1965,0.0009213405505009709
678,86.12,1,1965,0.00726224783861662
679,83.96,12,1964,0.025081281932187727
680,85.44,11,1964,-0.01762744163887575
681,84.85,10,1964,0.0069054307116105385
682,83.41,9,1964,0.016971125515615748
683,82.0,8,1964,0.01690444790792467
684,83.22,7,1964,-0.014878048780487818
685,80.24,6,1964,0.03580869983177126
686,80.72,5,1964,-0.005982053838484491
687,79.94,4,1964,0.009663032705649166
688,78.8,3,1964,0.01426069552164122
689,77.39,2,1964,0.017893401015228405
690,76.45,1,1964,0.012146272128181868
691,74.17,12,1963,0.02982341399607591
692,72.62,11,1963,0.020897937171363012
693,73.03,10,1963,-0.005645827595703645
694,72.85,9,1963,0.0024647405175955983
695,70.98,8,1963,0.025669183253259953
696,69.07,7,1963,0.026908988447450155
697,70.11,6,1963,-0.01505718835963532
698,70.14,5,1963,-0.00042789901583217826
699,68.76,4,1963,0.019674935842600494
700,65.67,3,1963,0.04493891797556726
701,65.92,2,1963,-0.0038069133546521083
702,65.06,1,1963,0.013046116504854322
703,62.64,12,1962,0.03719643406086692
704,60.04,11,1962,0.04150702426564501
705,56.17,10,1962,0.06445702864756819
706,58.0,9,1962,-0.03257966886238206
707,58.52,8,1962,-0.008965517241379395
708,56.97,7,1962,0.026486671223513447
709,55.63,6,1962,0.023521151483236746
710,62.99,5,1962,-0.13230271436275398
711,68.05,4,1962,-0.08033021114462602
712,70.29,3,1962,-0.03291697281410744
713,70.22,2,1962,0.0009958742353110006
714,69.07,1,1962,0.016377100541156486
715,71.74,12,1961,-0.038656435500217246
716,71.08,11,1961,0.009199888486200125
717,68.0,10,1961,0.043331457512661764
718,67.26,9,1961,0.010882352941176343
719,67.79,8,1961,-0.007879869164436615
720,65.44,7,1961,0.03466587992329262
721,65.62,6,1961,-0.002750611246943979
722,66.5,5,1961,-0.013410545565376353
723,65.83,4,1961,0.010075187969924793
724,64.12,3,1961,0.025975998784748544
725,62.17,2,1961,0.030411728009981376
726,59.72,1,1961,0.039408074634067924
727,56.8,12,1960,0.0488948425987944
728,55.47,11,1960,0.023415492957746475
729,53.73,10,1960,0.03136830719307737
730,54.81,9,1960,-0.0201005025125629
731,56.51,8,1960,-0.031016237912789624
732,55.84,7,1960,0.011856308617943623
733,57.26,6,1960,-0.025429799426933908
734,55.22,5,1960,0.03562696472231919
735,55.73,4,1960,-0.009235784136182534
736,55.02,3,1960,0.01273999641126855
737,55.78,2,1960,-0.013813158851326834
738,58.03,1,1960,-0.04033703836500546
739,59.06,12,1959,-0.017749439944856116
740,57.23,11,1959,0.030985438537081023
741,57.0,10,1959,0.004018871221387332
742,57.05,9,1959,-0.0008771929824560321
743,59.4,8,1959,-0.04119193689745848
744,59.74,7,1959,-0.005723905723905798
745,57.46,6,1959,0.038165383327753655
746,57.96,5,1959,-0.00870170553428462
747,57.1,4,1959,0.014837819185645307
748,56.16,3,1959,0.01646234676007019
749,54.77,2,1959,0.024750712250712126
750,55.62,1,1959,-0.015519444951615835
751,53.49,12,1958,0.03829557713052856
752,52.5,11,1958,0.01850813236118909
753,50.95,10,1958,0.029523809523809508
754,48.96,9,1958,0.03905789990186459
755,47.7,8,1958,0.025735294117646967
756,45.98,7,1958,0.036058700209643746
757,44.75,6,1958,0.02675076120052189
758,43.7,5,1958,0.02346368715083791
759,42.34,4,1958,0.03112128146453086
760,42.11,3,1958,0.005432215399149842
761,41.26,2,1958,0.020185229161719387
762,41.12,1,1958,0.0033931168201648543
763,40.33,12,1957,0.01921206225680927
764,40.35,11,1957,-0.0004959087527895978
765,41.24,10,1957,-0.022057001239157437
766,43.98,9,1957,-0.06644034917555763
767,45.84,8,1957,-0.04229195088676696
768,48.51,7,1957,-0.058246073298429124
769,47.55,6,1957,0.019789734075448373
770,46.78,5,1957,0.016193480546792816
771,45.05,4,1957,0.03698161607524597
772,44.03,3,1957,0.022641509433962148
773,43.47,2,1957,0.012718600953895098
774,45.43,1,1957,-0.04508856682769724
775,46.44,12,1956,-0.02223200528285263
776,45.76,11,1956,0.01464254952627042
777,46.24,10,1956,-0.010489510489510634
778,46.84,9,1956,-0.012975778546712835
779,48.49,8,1956,-0.035226302305721546
780,48.78,7,1956,-0.005980614559703001
781,46.27,6,1956,0.05145551455514552
782,46.54,5,1956,-0.005835314458612295
783,48.05,4,1956,-0.032445208422861915
784,47.49,3,1956,0.011654526534859433
785,44.43,2,1956,0.06443461781427673
786,44.15,1,1956,0.0063020481656538285
787,45.37,12,1955,-0.027633069082672712
788,44.95,11,1955,0.009257218426272695
789,42.11,10,1955,0.06318131256952175
790,44.34,9,1955,-0.05295654238898129
791,42.43,8,1955,0.04307622913847553
792,42.69,7,1955,-0.006127739806740529
793,39.78,6,1955,0.0681658468025298
794,37.6,5,1955,0.05480140774258424
795,37.76,4,1955,-0.004255319148936065
796,36.5,3,1955,0.033368644067796605
797,36.79,2,1955,-0.007945205479451989
798,35.6,1,1955,0.03234574612666474
799,34.97,12,1954,0.01769662921348325
800,33.44,11,1954,0.043751787246211093
801,32.18,10,1954,0.037679425837320535
802,31.45,9,1954,0.02268489745183344
803,30.73,8,1954,0.02289348171701111
804,30.13,7,1954,0.019524894240156243
805,28.96,6,1954,0.03883172917358113
806,28.73,5,1954,0.007941988950276313
807,27.63,4,1954,0.03828750435085282
808,26.57,3,1954,0.038364096996018726
809,26.02,2,1954,0.020700037636432134
810,25.46,1,1954,0.021521906225979937
811,24.83,12,1953,0.024744697564807683
812,24.5,11,1953,0.013290374546918948
813,23.97,10,1953,0.021632653061224527
814,23.27,9,1953,0.029203170629954034
815,24.39,8,1953,-0.04813064030941128
816,24.29,7,1953,0.00410004100041006
817,23.95,6,1953,0.013997529847673884
818,24.84,5,1953,-0.03716075156576193
819,24.71,4,1953,0.005233494363929059
820,25.99,3,1953,-0.05180089032780244
821,25.86,2,1953,0.005001923816852605
822,26.18,1,1953,-0.012374323279195742
823,26.04,12,1952,0.005347593582887722
824,25.03,11,1952,0.038786482334869365
825,24.26,10,1952,0.030763084298841337
826,24.78,9,1952,-0.021434460016487966
827,25.18,8,1952,-0.01614205004035507
828,25.08,7,1952,0.003971405877680745
829,24.38,6,1952,0.027910685805422664
830,23.73,5,1952,0.02666119770303521
831,23.74,4,1952,-0.00042140750105335023
832,23.81,3,1952,-0.0029486099410278577
833,23.75,2,1952,0.002519949601007876
834,24.19,1,1952,-0.018526315789473724
835,23.41,12,1951,0.03224472922695332
836,22.71,11,1951,0.02990175138829554
837,23.36,10,1951,-0.028621752531924116
838,23.48,9,1951,-0.005136986301369939
839,22.89,8,1951,0.02512776831345831
840,21.93,7,1951,0.04193971166448229
841,21.55,6,1951,0.017327861377108955
842,21.93,5,1951,-0.017633410672853733
843,21.92,4,1951,0.0004559963520290866
844,21.63,3,1951,0.013229927007299414
845,22.0,2,1951,-0.01710587147480358
846,21.21,1,1951,0.03590909090909089
847,19.75,12,1950,0.06883545497406884
848,19.83,11,1950,-0.004050632911392293
849,19.87,10,1950,-0.0020171457387798686
850,19.08,9,1950,0.039758429793658956
851,18.43,8,1950,0.03406708595387831
852,17.38,7,1950,0.05697232772653282
853,18.74,6,1950,-0.07825086306098972
854,18.44,5,1950,0.016008537886872842
855,17.84,4,1950,0.03253796095444694
856,17.35,3,1950,0.02746636771300437
857,17.21,2,1950,0.008069164265129714
858,16.88,1,1950,0.019174898314933242
859,16.54,12,1949,0.020142180094786744
860,16.11,11,1949,0.025997581620314403
861,15.89,10,1949,0.013656114214773307
862,15.49,9,1949,0.025173064820641966
863,15.29,8,1949,0.01291155584247905
864,14.76,7,1949,0.03466317854807055
865,13.97,6,1949,0.05352303523035229
866,14.78,5,1949,-0.057981388690049984
867,14.89,4,1949,-0.007442489851150258
868,14.91,3,1949,-0.001343183344526544
869,14.77,2,1949,0.009389671361502372
870,15.36,1,1949,-0.039945836154366976
871,15.19,12,1948,0.01106770833333337
872,15.29,11,1948,-0.006583278472679366
873,16.19,10,1948,-0.05886200130804453
874,15.76,9,1948,0.02655960469425578
875,15.94,8,1948,-0.011421319796954377
876,16.42,7,1948,-0.03011292346298644
877,16.82,6,1948,-0.02436053593179044
878,16.15,5,1948,0.039833531510107156
879,15.4,4,1948,0.046439628482972006
880,14.3,3,1948,0.0714285714285714
881,14.1,2,1948,0.013986013986014068
882,14.83,1,1948,-0.05177304964539009
883,15.03,12,1947,-0.013486176668914274
884,15.27,11,1947,-0.015968063872255467
885,15.45,10,1947,-0.011787819253438192
886,15.06,9,1947,0.025242718446601864
887,15.46,8,1947,-0.026560424966799445
888,15.77,7,1947,-0.020051746442431906
889,14.84,6,1947,0.058972733037412794
890,14.34,5,1947,0.03369272237196763
891,14.6,4,1947,-0.018131101813110062
892,15.16,3,1947,-0.03835616438356171
893,15.8,2,1947,-0.04221635883905006
894,15.21,1,1947,0.03734177215189871
895,15.13,12,1946,0.005259697567389865
896,14.69,11,1946,0.029081295439524202
897,14.75,10,1946,-0.004084411164057222
898,15.09,9,1946,-0.0230508474576272
899,17.7,8,1946,-0.17296222664015892
900,18.05,7,1946,-0.019774011299435124
901,18.58,6,1946,-0.029362880886426357
902,18.7,5,1946,-0.006458557588805203
903,18.66,4,1946,0.002139037433155022
904,17.53,3,1946,0.060557341907824136
905,18.07,2,1946,-0.03080433542498562
906,18.02,1,1946,0.002767017155506424
907,17.33,12,1945,0.038290788013318644
908,17.04,11,1945,0.016733987305250997
909,16.5,10,1945,0.03169014084507038
910,15.84,9,1945,0.040000000000000036
911,14.83,8,1945,0.0637626262626263
912,14.78,7,1945,0.003371544167228624
913,15.09,6,1945,-0.020974289580514283
914,14.82,5,1945,0.017892644135188873
915,14.28,4,1945,0.036437246963562764
916,13.93,3,1945,0.02450980392156865
917,13.94,2,1945,-0.00071787508973431
918,13.49,1,1945,0.03228120516499278
919,13.1,12,1944,0.0289103039288362
920,12.82,11,1944,0.021374045801526687
921,12.91,10,1944,-0.0070202808112325155
922,12.6,9,1944,0.024012393493415995
923,12.81,8,1944,-0.01666666666666683
924,13.0,7,1944,-0.014832162373145996
925,12.67,6,1944,0.02538461538461534
926,12.1,5,1944,0.044988161010260486
927,11.89,4,1944,0.017355371900826366
928,12.1,3,1944,-0.01766190075693852
929,11.77,2,1944,0.027272727272727226
930,11.85,1,1944,-0.00679694137638065
931,11.48,12,1943,0.03122362869198303
932,11.33,11,1943,0.013066202090592394
933,11.88,10,1943,-0.04854368932038833
934,11.99,9,1943,-0.0092592592592593
935,11.74,8,1943,0.020850708924103456
936,12.35,7,1943,-0.05195911413969334
937,12.1,6,1943,0.020242914979757054
938,11.89,5,1943,0.017355371900826366
939,11.44,4,1943,0.03784693019343999
940,11.07,3,1943,0.03234265734265729
941,10.69,2,1943,0.03432700993676607
942,10.09,1,1943,0.05612722170252571
943,9.52,12,1942,0.056491575817641304
944,9.47,11,1942,0.005252100840336005
945,9.32,10,1942,0.015839493136219684
946,8.68,9,1942,0.06866952789699576
947,8.59,8,1942,0.010368663594470084
948,8.64,7,1942,-0.005820721769499437
949,8.33,6,1942,0.03587962962962965
950,7.93,5,1942,0.04801920768307322
951,7.84,4,1942,0.011349306431273631
952,8.18,3,1942,-0.04336734693877542
953,8.65,2,1942,-0.057457212713936556
954,8.93,1,1942,-0.032369942196531776
955,8.76,12,1941,0.01903695408734607
956,9.37,11,1941,-0.0696347031963469
957,9.83,10,1941,-0.04909284951974402
958,10.24,9,1941,-0.04170905391658186
959,10.21,8,1941,0.002929687499999889
960,10.26,7,1941,-0.004897159647404337
961,9.76,6,1941,0.04873294346978563
962,9.43,5,1941,0.03381147540983609
963,9.64,4,1941,-0.022269353128314018
964,9.95,3,1941,-0.032157676348547604
965,9.89,2,1941,0.0060301507537686705
966,10.55,1,1941,-0.0667340748230536
967,10.53,12,1940,0.0018957345971565287
968,10.98,11,1940,-0.042735042735042805
969,10.73,10,1940,0.022768670309653904
970,10.63,9,1940,0.009319664492078217
971,10.2,8,1940,0.040451552210724495
972,9.99,7,1940,0.020588235294117574
973,9.67,6,1940,0.03203203203203209
974,10.58,5,1940,-0.0941054808686661
975,12.27,4,1940,-0.15973534971644598
976,12.15,3,1940,0.009779951100244433
977,12.22,2,1940,-0.0057613168724279795
978,12.3,1,1940,-0.00654664484451728
979,12.37,12,1939,-0.005691056910569037
980,12.67,11,1939,-0.02425222312045272
981,12.9,10,1939,-0.01815311760063154
982,12.77,9,1939,0.010077519379845024
983,11.54,8,1939,0.09631949882537205
984,11.71,7,1939,-0.014731369150779994
985,11.43,6,1939,0.023911187019641456
986,11.23,5,1939,0.017497812773403232
987,10.83,4,1939,0.03561887800534291
988,12.39,3,1939,-0.14404432132963985
989,12.4,2,1939,-0.0008071025020177647
990,12.5,1,1939,-0.008064516129032251
991,12.69,12,1938,-0.01519999999999988
992,13.07,11,1938,-0.029944838455476797
993,13.06,10,1938,0.0007651109410864443
994,11.75,9,1938,0.1003062787136294
995,12.31,8,1938,-0.04765957446808522
996,12.24,7,1938,0.005686433793663737
997,10.21,6,1938,0.16584967320261434
998,9.98,5,1938,0.022526934378060748
999,9.89,4,1938,0.009018036072144242
1000,10.31,3,1938,-0.04246713852376138
1001,11.04,2,1938,-0.07080504364694451
1002,11.31,1,1938,-0.0244565217391306
1003,11.02,12,1937,0.025641025641025772
1004,11.2,11,1937,-0.016333938294010864
1005,12.28,10,1937,-0.09642857142857153
1006,14.37,9,1937,-0.17019543973941365
1007,16.74,8,1937,-0.16492693110647183
1008,16.57,7,1937,0.010155316606929365
1009,15.64,6,1937,0.05612552806276405
1010,16.25,5,1937,-0.03900255754475701
1011,17.01,4,1937,-0.046769230769230896
1012,18.09,3,1937,-0.06349206349206349
1013,18.11,2,1937,-0.001105583195135429
1014,17.59,1,1937,0.028713418001104385
1015,17.06,12,1936,0.030130756111427015
1016,17.36,11,1936,-0.017584994138335253
1017,16.89,10,1936,0.027073732718893906
1018,16.05,9,1936,0.04973357015985791
1019,15.87,8,1936,0.011214953271028172
1020,15.56,7,1936,0.01953371140516691
1021,14.69,6,1936,0.0559125964010283
1022,14.09,5,1936,0.04084411164057178
1023,14.88,4,1936,-0.05606813342796313
1024,14.86,3,1936,0.0013440860215054862
1025,14.55,2,1936,0.020861372812920553
1026,13.76,1,1936,0.05429553264604814
1027,13.04,12,1935,0.05232558139534893
1028,13.04,11,1935,-0.0
1029,11.92,10,1935,0.08588957055214719
1030,11.61,9,1935,0.026006711409396033
1031,11.37,8,1935,0.02067183462532307
1032,10.65,7,1935,0.06332453825857509
1033,10.12,6,1935,0.04976525821596256
1034,9.75,5,1935,0.03656126482213429
1035,9.04,4,1935,0.07282051282051294
1036,8.41,3,1935,0.06969026548672552
1037,8.98,2,1935,-0.06777645659928666
1038,9.26,1,1935,-0.031180400890868487
1039,9.26,12,1934,-0.0
1040,9.2,11,1934,0.006479481641468721
1041,8.95,10,1934,0.02717391304347827
1042,8.88,9,1934,0.007821229050279155
1043,9.1,8,1934,-0.024774774774774633
1044,9.47,7,1934,-0.04065934065934074
1045,9.94,6,1934,-0.049630411826821375
1046,9.81,5,1934,0.013078470824949617
1047,10.92,4,1934,-0.11314984709480114
1048,10.74,3,1934,0.016483516483516425
1049,11.32,2,1934,-0.05400372439478596
1050,10.54,1,1934,0.06890459363957602
1051,9.97,12,1933,0.054079696394686794
1052,9.78,11,1933,0.01905717151454378
1053,9.55,10,1933,0.023517382413087762
1054,10.58,9,1933,-0.10785340314136116
1055,10.67,8,1933,-0.008506616257088817
1056,11.23,7,1933,-0.05248359887535159
1057,10.39,6,1933,0.07479964381121995
1058,8.87,5,1933,0.1462945139557268
1059,6.89,4,1933,0.22322435174746336
1060,6.23,3,1933,0.09579100145137875
1061,6.25,2,1933,-0.0032102728731941976
1062,7.09,1,1933,-0.13440000000000007
1063,6.82,12,1932,0.038081805359661436
1064,7.05,11,1932,-0.03372434017595305
1065,7.12,10,1932,-0.009929078014184523
1066,8.26,9,1932,-0.1601123595505618
1067,7.53,8,1932,0.08837772397094423
1068,5.01,7,1932,0.33466135458167334
1069,4.77,6,1932,0.04790419161676651
1070,5.51,5,1932,-0.15513626834381555
1071,6.28,4,1932,-0.13974591651542667
1072,8.26,3,1932,-0.3152866242038215
1073,8.23,2,1932,0.00363196125907983
1074,8.3,1,1932,-0.008505467800729027
1075,8.44,12,1931,-0.016867469879517927
1076,10.39,11,1931,-0.23104265402843627
1077,10.25,10,1931,0.01347449470644857
1078,11.83,9,1931,-0.15414634146341455
1079,13.9,8,1931,-0.17497886728655954
1080,14.33,7,1931,-0.030935251798561048
1081,13.87,6,1931,0.032100488485694356
1082,14.33,5,1931,-0.03316510454217747
1083,15.86,4,1931,-0.10676901605024414
1084,17.53,3,1931,-0.10529634300126123
1085,17.2,2,1931,0.01882487164860247
1086,15.98,1,1931,0.07093023255813946
1087,15.51,12,1930,0.02941176470588236
1088,16.62,11,1930,-0.07156673114119938
1089,17.92,10,1930,-0.0782190132370637
1090,20.78,9,1930,-0.1595982142857142
1091,20.79,8,1930,-0.00048123195380167516
1092,21.06,7,1930,-0.01298701298701288
1093,21.52,6,1930,-0.021842355175688555
1094,23.94,5,1930,-0.11245353159851312
1095,25.46,4,1930,-0.06349206349206349
1096,23.94,3,1930,0.05970149253731338
1097,23.07,2,1930,0.036340852130325896
1098,21.71,1,1930,0.058951018638924935
1099,21.4,12,1929,0.014279134039613228
1100,20.58,11,1929,0.03831775700934581
1101,27.99,10,1929,-0.3600583090379008
1102,31.3,9,1929,-0.11825652018578081
1103,30.1,8,1929,0.0383386581469648
1104,28.48,7,1929,0.053820598006644516
1105,26.15,6,1929,0.081811797752809
1106,25.66,5,1929,0.01873804971319304
1107,25.28,4,1929,0.014809041309430948
1108,25.43,3,1929,-0.0059335443037973334
1109,24.99,2,1929,0.017302398741643743
1110,24.86,1,1929,0.005202080832332867
1111,23.15,12,1928,0.06878519710378117
1112,23.06,11,1928,0.0038876889848812324
1113,21.6,10,1928,0.06331309627059833
1114,21.17,9,1928,0.019907407407407374
1115,19.78,8,1928,0.06565895134624467
1116,19.16,7,1928,0.03134479271991919
1117,19.02,6,1928,0.007306889352818424
1118,20.0,5,1928,-0.051524710830704645
1119,19.4,4,1928,0.030000000000000027
1120,18.25,3,1928,0.05927835051546382
1121,17.32,2,1928,0.05095890410958903
1122,17.53,1,1928,-0.012124711316397363
1123,17.46,12,1927,0.00399315459212779
1124,17.06,11,1927,0.02290950744559006
1125,16.68,10,1927,0.022274325908557935
1126,16.94,9,1927,-0.01558752997601931
1127,16.03,8,1927,0.05371900826446285
1128,15.22,7,1927,0.050530255770430466
1129,14.89,6,1927,0.021681997371879147
1130,14.7,5,1927,0.012760241773002057
1131,14.21,4,1927,0.033333333333333215
1132,13.87,3,1927,0.02392681210415215
1133,13.66,2,1927,0.015140591204037435
1134,13.4,1,1927,0.019033674963396807
1135,13.49,12,1926,-0.006716417910447747
1136,13.19,11,1926,0.022238695329873992
1137,13.02,10,1926,0.012888551933282755
1138,13.32,9,1926,-0.02304147465437789
1139,13.12,8,1926,0.01501501501501512
1140,12.62,7,1926,0.038109756097560954
1141,12.11,6,1926,0.04041204437400947
1142,11.56,5,1926,0.045417010734929764
1143,11.48,4,1926,0.00692041522491349
1144,11.81,3,1926,-0.028745644599303066
1145,12.67,2,1926,-0.07281964436917865
1146,12.65,1,1926,0.0015785319652722452
1147,12.46,12,1925,0.015019762845849716
1148,12.26,11,1925,0.01605136436597121
1149,11.89,10,1925,0.030179445350734024
1150,11.51,9,1925,0.03195962994112711
1151,11.25,8,1925,0.022589052997393555
1152,11.1,7,1925,0.01333333333333342
1153,10.8,6,1925,0.027027027027026973
1154,10.61,5,1925,0.017592592592592715
1155,10.28,4,1925,0.031102733270499505
1156,10.39,3,1925,-0.01070038910505855
1157,10.67,2,1925,-0.026948989412896918
1158,10.58,1,1925,0.008434864104967188
1159,10.16,12,1924,0.03969754253308133
1160,9.64,11,1924,0.051181102362204633
1161,9.13,10,1924,0.05290456431535262
1162,9.25,9,1924,-0.013143483023001057
1163,9.34,8,1924,-0.00972972972972963
1164,9.03,7,1924,0.03319057815845827
1165,8.63,6,1924,0.044296788482834804
1166,8.47,5,1924,0.018539976825028948
1167,8.5,4,1924,-0.0035419126328215533
1168,8.7,3,1924,-0.0235294117647058
1169,8.87,2,1924,-0.019540229885057547
1170,8.83,1,1924,0.004509582863585049
1171,8.55,12,1923,0.03171007927519809
1172,8.27,11,1923,0.03274853801169608
1173,8.03,10,1923,0.029020556227327687
1174,8.15,9,1923,-0.014943960149439661
1175,8.1,8,1923,0.00613496932515345
1176,8.06,7,1923,0.004938271604938205
1177,8.34,6,1923,-0.03473945409429269
1178,8.67,5,1923,-0.03956834532374098
1179,9.1,4,1923,-0.049596309111880066
1180,9.43,3,1923,-0.03626373626373636
1181,9.28,2,1923,0.01590668080593849
1182,8.9,1,1923,0.04094827586206884
1183,8.78,12,1922,0.013483146067415852
1184,8.8,11,1922,-0.002277904328018332
1185,9.26,10,1922,-0.05227272727272725
1186,9.06,9,1922,0.021598272138228847
1187,8.83,8,1922,0.025386313465783683
1188,8.51,7,1922,0.03624009060022648
1189,8.45,6,1922,0.007050528789659283
1190,8.53,5,1922,-0.00946745562130169
1191,8.21,4,1922,0.03751465416178179
1192,7.74,3,1922,0.057247259439707765
1193,7.46,2,1922,0.036175710594315236
1194,7.3,1,1922,0.02144772117962468
1195,7.31,12,1921,-0.00136986301369868
1196,7.06,11,1921,0.034199726402188824
1197,6.7,10,1921,0.050991501416430496
1198,6.61,9,1921,0.013432835820895495
1199,6.45,8,1921,0.024205748865355536
1200,6.53,7,1921,-0.01240310077519391
1201,6.55,6,1921,-0.003062787136294043
1202,7.12,5,1921,-0.08702290076335872
1203,6.91,4,1921,0.0294943820224719
1204,6.88,3,1921,0.00434153400868309
1205,7.06,2,1921,-0.026162790697674465
1206,7.11,1,1921,-0.00708215297450443
1207,6.81,12,1920,0.04219409282700437
1208,7.48,11,1920,-0.09838472834067558
1209,7.88,10,1920,-0.053475935828877
1210,7.87,9,1920,0.0012690355329948444
1211,7.6,8,1920,0.03430749682337997
1212,7.91,7,1920,-0.04078947368421049
1213,7.92,6,1920,-0.0012642225031604948
1214,8.06,5,1920,-0.017676767676767735
1215,8.6,4,1920,-0.06699751861042169
1216,8.67,3,1920,-0.008139534883720989
1217,8.1,2,1920,0.06574394463667821
1218,8.83,1,1920,-0.09012345679012346
1219,8.92,12,1919,-0.010192525481313774
1220,9.19,11,1919,-0.030269058295964157
1221,9.47,10,1919,-0.030467899891186256
1222,9.01,9,1919,0.04857444561774027
1223,8.87,8,1919,0.015538290788013387
1224,9.51,7,1919,-0.07215332581736189
1225,9.21,6,1919,0.03154574132492105
1226,8.97,5,1919,0.026058631921824116
1227,8.39,4,1919,0.064659977703456
1228,8.12,3,1919,0.03218116805721116
1229,7.88,2,1919,0.029556650246305383
1230,7.85,1,1919,0.0038071065989847552
1231,7.9,12,1918,-0.006369426751592355
1232,8.06,11,1918,-0.020253164556962133
1233,7.86,10,1918,0.02481389578163773
1234,7.54,9,1918,0.040712468193384255
1235,7.58,8,1918,-0.0053050397877985045
1236,7.51,7,1918,0.009234828496042291
1237,7.45,6,1918,0.007989347536617841
1238,7.44,5,1918,0.0013422818791946067
1239,7.21,4,1918,0.03091397849462374
1240,7.28,3,1918,-0.009708737864077666
1241,7.43,2,1918,-0.02060439560439553
1242,7.21,1,1918,0.029609690444145298
1243,6.8,12,1917,0.0568654646324549
1244,7.04,11,1917,-0.03529411764705892
1245,7.68,10,1917,-0.09090909090909083
1246,8.12,9,1917,-0.05729166666666652
1247,8.53,8,1917,-0.05049261083743839
1248,8.79,7,1917,-0.030480656506447712
1249,9.04,6,1917,-0.028441410693970326
1250,8.86,5,1917,0.019911504424778736
1251,9.17,4,1917,-0.03498871331828446
1252,9.31,3,1917,-0.01526717557251911
1253,9.03,2,1917,0.03007518796992492
1254,9.57,1,1917,-0.05980066445182741
1255,9.8,12,1916,-0.024033437826541215
1256,10.21,11,1916,-0.0418367346938775
1257,9.98,10,1916,0.022526934378060748
1258,9.68,9,1916,0.030060120240480992
1259,9.3,8,1916,0.03925619834710736
1260,9.23,7,1916,0.007526881720430145
1261,9.36,6,1916,-0.014084507042253502
1262,9.27,5,1916,0.009615384615384581
1263,9.07,4,1916,0.02157497303128364
1264,9.17,3,1916,-0.011025358324145529
1265,9.2,2,1916,-0.0032715376226826187
1266,9.33,1,1916,-0.01413043478260878
1267,9.48,12,1915,-0.016077170418006492
1268,9.46,11,1915,0.002109704641350185
1269,9.14,10,1915,0.03382663847780132
1270,8.66,9,1915,0.052516411378555894
1271,8.35,8,1915,0.03579676674364907
1272,8.01,7,1915,0.04071856287425146
1273,8.04,6,1915,-0.0037453183520599342
1274,7.95,5,1915,0.011194029850746134
1275,8.14,4,1915,-0.023899371069182385
1276,7.57,3,1915,0.07002457002457008
1277,7.38,2,1915,0.025099075297225992
1278,7.48,1,1915,-0.013550135501354976
1279,7.35,12,1914,0.017379679144385096
1280,7.68,11,1914,-0.044897959183673564
1281,7.68,10,1914,-0.0
1282,7.68,9,1914,-0.0
1283,7.68,8,1914,-0.0
1284,7.68,7,1914,-0.0
1285,8.13,6,1914,-0.05859375000000022
1286,8.17,5,1914,-0.004920049200491938
1287,8.12,4,1914,0.006119951040391758
1288,8.32,3,1914,-0.024630541871921263
1289,8.48,2,1914,-0.019230769230769162
1290,8.37,1,1914,0.012971698113207641
1291,8.04,12,1913,0.03942652329749108
1292,8.05,11,1913,-0.0012437810945276073
1293,8.26,10,1913,-0.02608695652173898
1294,8.53,9,1913,-0.032687651331719136
1295,8.45,8,1913,0.009378663540445475
1296,8.23,7,1913,0.026035502958579704
1297,8.12,6,1913,0.013365735115431487
1298,8.55,5,1913,-0.05295566502463078
1299,8.79,4,1913,-0.028070175438596356
1300,8.8,3,1913,-0.0011376564277589818
1301,8.97,2,1913,-0.01931818181818179
1302,9.3,1,1913,-0.03678929765886285
1303,9.38,12,1912,-0.008602150537634357
1304,9.73,11,1912,-0.03731343283582089
1305,9.84,10,1912,-0.01130524152106882
1306,9.86,9,1912,-0.00203252032520318
1307,9.81,8,1912,0.0050709939148071426
1308,9.59,7,1912,0.022426095820591296
1309,9.58,6,1912,0.0010427528675703845
1310,9.58,5,1912,-0.0
1311,9.59,4,1912,-0.0010438413361169019
1312,9.3,3,1912,0.030239833159541152
1313,9.04,2,1912,0.027956989247312047
1314,9.12,1,1912,-0.008849557522123908
1315,9.11,12,1911,0.0010964912280702066
1316,9.07,11,1911,0.004390779363336872
1317,8.72,10,1911,0.03858875413450935
1318,8.67,9,1911,0.005733944954128489
1319,9.17,8,1911,-0.05767012687427919
1320,9.63,7,1911,-0.05016357688113415
1321,9.67,6,1911,-0.004153686396676903
1322,9.48,5,1911,0.019648397104446658
1323,9.28,4,1911,0.021097046413502185
1324,9.32,3,1911,-0.004310344827586299
1325,9.43,2,1911,-0.011802575107296098
1326,9.27,1,1911,0.016967126193001114
1327,9.05,12,1910,0.023732470334411948
1328,9.31,11,1910,-0.02872928176795586
1329,9.32,10,1910,-0.0010741138560688146
1330,8.91,9,1910,0.04399141630901293
1331,8.85,8,1910,0.006734006734006814
1332,8.64,7,1910,0.023728813559321882
1333,9.1,6,1910,-0.0532407407407407
1334,9.56,5,1910,-0.05054945054945059
1335,9.72,4,1910,-0.01673640167364021
1336,9.96,3,1910,-0.024691358024691468
