date,value
Sep-1890,5.32
Aug-1890,5.41
Jul-1890,5.54
Jun-1890,5.58
May-1890,5.62
Apr-1890,5.39
Mar-1890,5.28
Feb-1890,5.32
Jan-1890,5.38
Dec-1889,5.32
Nov-1889,5.35
Oct-1889,5.40
Sep-1889,5.50
Aug-1889,5.37
Jul-1889,5.30
Jun-1889,5.41
May-1889,5.32
Apr-1889,5.18
Mar-1889,5.19
Feb-1889,5.30
Jan-1889,5.24
Dec-1888,5.14
Nov-1888,5.24
Oct-1888,5.35
Sep-1888,5.38
Aug-1888,5.25
Jul-1888,5.14
Jun-1888,5.01
May-1888,5.17
Apr-1888,5.10
Mar-1888,5.08
Feb-1888,5.28
Jan-1888,5.31
Dec-1887,5.27
Nov-1887,5.30
Oct-1887,5.20
Sep-1887,5.38
Aug-1887,5.45
Jul-1887,5.59
Jun-1887,5.73
May-1887,5.90
Apr-1887,5.80
Mar-1887,5.67
Feb-1887,5.54
Jan-1887,5.58
Dec-1886,5.64
Nov-1886,5.79
Oct-1886,5.65
Sep-1886,5.51
Aug-1886,5.37
Jul-1886,5.33
Jun-1886,5.25
May-1886,5.02
Apr-1886,5.12
Mar-1886,5.19
Feb-1886,5.30
Jan-1886,5.20
Dec-1885,5.20
Nov-1885,5.24
Oct-1885,4.92
Sep-1885,4.65
Aug-1885,4.71
Jul-1885,4.46
Jun-1885,4.30
May-1885,4.32
Apr-1885,4.37
Mar-1885,4.38
Feb-1885,4.37
Jan-1885,4.24
Dec-1884,4.34
Nov-1884,4.35
Oct-1884,4.44
Sep-1884,4.59
Aug-1884,4.74
Jul-1884,4.46
Jun-1884,4.46
May-1884,4.65
Apr-1884,5.06
Mar-1884,5.30
Feb-1884,5.32
Jan-1884,5.18
Dec-1883,5.34
Nov-1883,5.46
Oct-1883,5.38
Sep-1883,5.53
Aug-1883,5.47
Jul-1883,5.73
Jun-1883,5.82
May-1883,5.77
Apr-1883,5.87
Mar-1883,5.75
Feb-1883,5.68
Jan-1883,5.81
Dec-1882,5.84
Nov-1882,5.81
Oct-1882,6.07
Sep-1882,6.24
Aug-1882,6.18
Jul-1882,6.00
Jun-1882,5.68
May-1882,5.71
Apr-1882,5.78
Mar-1882,5.78
Feb-1882,5.79
Jan-1882,5.92
Dec-1881,6.01
Nov-1881,6.19
Oct-1881,6.15
Sep-1881,6.25
Aug-1881,6.20
Jul-1881,6.35
Jun-1881,6.58
May-1881,6.50
Apr-1881,6.22
Mar-1881,6.24
Feb-1881,6.17
Jan-1881,6.19
Dec-1880,5.84
Nov-1880,5.61
Oct-1880,5.33
Sep-1880,5.18
Aug-1880,5.19
Jul-1880,5.01
Jun-1880,4.79
May-1880,4.77
Apr-1880,5.18
Mar-1880,5.30
Feb-1880,5.20
Jan-1880,5.11
Dec-1879,4.92
Nov-1879,4.93
Oct-1879,4.68
Sep-1879,4.22
Aug-1879,4.07
Jul-1879,4.04
Jun-1879,3.96
May-1879,3.94
Apr-1879,3.77
Mar-1879,3.65
Feb-1879,3.71
Jan-1879,3.58
Dec-1878,3.45
Nov-1878,3.47
Oct-1878,3.48
Sep-1878,3.52
Aug-1878,3.45
Jul-1878,3.48
Jun-1878,3.41
May-1878,3.34
Apr-1878,3.33
Mar-1878,3.24
Feb-1878,3.18
Jan-1878,3.25
Dec-1877,3.25
Nov-1877,3.26
Oct-1877,3.31
Sep-1877,3.24
Aug-1877,3.05
Jul-1877,2.85
Jun-1877,2.73
May-1877,2.94
Apr-1877,2.94
Mar-1877,3.17
Feb-1877,3.34
Jan-1877,3.55
Dec-1876,3.58
Nov-1876,3.60
Oct-1876,3.67
Sep-1876,3.69
Aug-1876,3.93
Jul-1876,4.10
Jun-1876,4.15
May-1876,4.18
Apr-1876,4.34
Mar-1876,4.51
Feb-1876,4.52
Jan-1876,4.46
Dec-1875,4.37
Nov-1875,4.37
Oct-1875,4.30
Sep-1875,4.37
Aug-1875,4.41
Jul-1875,4.39
Jun-1875,4.38
May-1875,4.47
Apr-1875,4.65
Mar-1875,4.59
Feb-1875,4.53
Jan-1875,4.54
Dec-1874,4.54
Nov-1874,4.57
Oct-1874,4.53
Sep-1874,4.54
Aug-1874,4.47
Jul-1874,4.46
Jun-1874,4.46
May-1874,4.48
Apr-1874,4.60
Mar-1874,4.73
Feb-1874,4.80
Jan-1874,4.66
Dec-1873,4.42
Nov-1873,4.04
Oct-1873,4.19
Sep-1873,4.59
Aug-1873,4.97
Jul-1873,4.97
Jun-1873,4.98
May-1873,5.05
Apr-1873,5.04
Mar-1873,5.11
Feb-1873,5.15
Jan-1873,5.11
Dec-1872,5.07
Nov-1872,4.95
Oct-1872,4.97
Sep-1872,4.95
Aug-1872,5.04
Jul-1872,5.10
Jun-1872,5.13
May-1872,5.18
Apr-1872,5.18
Mar-1872,5.04
Feb-1872,4.88
Jan-1872,4.86
Dec-1871,4.74
Nov-1871,4.64
Oct-1871,4.59
Sep-1871,4.84
Aug-1871,4.79
Jul-1871,4.73
Jun-1871,4.82
May-1871,4.86
Apr-1871,4.74
Mar-1871,4.61
Feb-1871,4.50
Jan-1871,4.44
